"contact_id","truth"
"797609",1
"797725",1
"799275",1
"804347",1
"807895",1
"808241",1
"809189",1
"813803",NA
"819185",1
"826125",1
"832763",0
"846561",1
"851457",1
"855191",1
"858187",1
"860755",1
"861239",1
"861657",1
"862413",1
"863407",1
"869439",1
"872795",1
"883403",1
"886417",1
"891721",1
"896557",1
"899241",1
"907359",1
"918279",1
"920781",1
"933345",1
"934343",1
"936111",1
"936751",1
"939141",1
"940497",1
"942823",1
"950083",1
"952957",1
"954783",1
"959801",1
"959981",1
"960999",1
"961573",1
"982419",1
"1002691",1
"1003317",1
"1005101",1
"1005359",1
"1006093",1
"1012699",1
"1013227",1
"1029297",1
"1038319",0
"1038857",1
"1056327",1
"1058487",0
"1069147",1
"1070103",1
"1071639",1
"1071737",1
"1074215",1
"1084295",1
"1086569",1
"1095855",1
"1104989",1
"1112913",1
"1122169",1
"1122395",1
"1124807",1
"1128795",1
"1133707",1
"1136377",1
"1142543",1
"1144761",1
"1149101",1
"1159499",1
"1162067",1
"1164791",1
"1170215",1
"1177603",1
"1177631",1
"1179901",1
"1195867",1
"1198505",1
"1200059",1
"1204249",1
"1205119",1
"1205801",1
"1232001",1
"1236127",1
"1250081",1
"1253519",1
"1253911",1
"1259101",1
"1260699",1
"1262085",1
"1262741",1
"1270241",1
"1276331",0
"1279857",1
"1280255",1
"1284183",1
"1288081",0
"1290487",1
"1291185",1
"1303241",1
"1318815",1
"1320659",1
"1322853",1
"1324633",1
"1328079",1
"1336583",1
"1340637",1
"1341597",1
"1344391",1
"1344869",1
"1345397",1
"1355165",1
"1363621",1
"1367501",1
"1371081",1
"1371169",1
"1371253",1
"1376919",1
"1387413",1
"1387569",1
"1389121",1
"1412879",1
"1416067",1
"1424183",0
"1426875",1
"1430341",1
"1432601",1
"1435991",1
"1437371",1
"1439973",1
"1440317",0
"1445367",1
"1450031",1
"1451485",1
"1452033",1
"1455371",1
"1455561",1
"1455627",0
"1456787",1
"1464911",1
"1465489",0
"1465799",1
"1465857",1
"1478989",1
"1479787",1
"1483047",1
"1485511",0
"1488607",1
"1490619",1
"1492437",1
"1501279",0
"1502921",1
"1509357",1
"1512547",1
"1516723",1
"1516985",1
"1519021",0
"1520815",1
"1522639",1
"1530791",1
"1548357",0
"1556025",1
"1568065",1
"1568081",1
"1575553",1
"1576351",1
"1579491",0
"1581525",NA
"1586685",1
"1596203",1
"1610667",0
"1620023",1
"1622131",1
"1623175",1
"1633839",1
"1641313",1
"1641441",1
"1651617",1
"1653687",1
"1658003",1
"1658353",1
"1661019",1
"1678205",0
"1678213",1
"1695513",1
"1755359",0
"1756711",1
"1758569",1
"1771533",1
"1773409",1
"1776873",1
"1778373",1
"1781993",1
"1782549",0
"1783223",1
"1797131",1
"1802517",1
"1802741",0
"1806697",1
"1808705",1
"1811029",1
"1813929",1
"1813965",1
"1826857",1
"1830505",1
"1830537",0
"1832815",1
"1836319",1
"1840345",0
"1841805",1
"1846149",1
"1858629",1
"1866579",1
"1873613",1
"1877689",1
"1882659",1
"1896975",1
"1902943",1
"1903569",1
"1904807",1
"1908159",1
"1924867",1
"1925545",1
"1939419",1
"1965133",1
"1965949",1
"1967687",1
"1967911",1
"1974335",1
"1976873",1
"1977465",1
"1979597",1
"1983045",1
"1986937",1
"1987497",1
"1990661",1
"1994129",1
"1999165",1
"2000657",1
"2001493",0
"2009099",1
"2010145",1
"2014909",1
"2016435",1
"2021019",1
"2022231",1
"2024809",1
"2025227",1
"2026923",1
"2027885",1
"2031971",1
"2032367",1
"2033141",1
"2033909",1
"2034915",0
"2037711",1
"2049393",1
"2050845",1
"2052137",1
"2055913",1
"2056031",1
"2061663",0
"2063295",1
"2063359",1
"2063729",1
"2067871",1
"2081359",1
"2097569",1
"2099285",1
"2101767",1
"2103703",1
"2111881",1
"2120217",1
"2121361",1
"2124373",NA
"2124689",NA
"2124777",1
"2124803",NA
"2125129",1
"2132077",1
"2132181",1
"2132429",1
"2132431",1
"2132495",1
"2132731",1
"2132743",1
"2132819",1
"2133021",1
"2133287",1
"2133409",1
"2133555",1
"2133745",1
"2134045",0
"2134147",1
"2134695",1
"2134819",1
"2134895",1
"2134987",1
"2147861",1
"2148493",1
"2153729",1
"2154415",1
"2156597",1
"2158223",1
"2161129",1
"2162273",0
"2189477",0
"2194599",1
"2201657",1
"2208391",1
"2220347",1
"2221095",1
"2224157",1
"2224347",1
"2224411",1
"2224533",0
"2224557",1
"2224577",1
"2227489",1
"2228289",1
"2234925",1
"2235233",1
"2235985",1
"2237023",1
"2237181",1
"2250783",1
"2252681",1
"2255859",1
"2258535",1
"2260117",1
"2264387",1
"2279269",1
"2284649",0
"2285641",1
"2286485",1
"2286585",1
"2287737",1
"2292867",1
"2293783",1
"2294775",1
"2302399",1
"2310615",1
"2310959",1
"2311611",1
"2312239",1
"2321037",1
"2323331",1
"2328795",1
"2329261",1
"2329489",1
"2334497",1
"2335783",1
"2336539",1
"2337971",1
"2338299",1
"2338809",1
"2339151",1
"2340519",1
"2340781",1
"2348865",1
"2349025",1
"2349177",0
"2349711",1
"2349779",1
"2350165",1
"2350175",1
"2350295",1
"2350411",1
"2350427",0
"2350437",0
"2350545",1
"2351069",1
"2351203",1
"2351283",1
"2356435",1
"2356699",1
"2357049",1
"2357323",1
"2357775",1
"2357811",1
"2359697",1
"2359727",1
"2360305",1
"2362417",1
"2364725",1
"2365119",0
"2365903",1
"2366431",1
"2367037",1
"2367643",1
"2371213",1
"2372567",1
"2372769",1
"2373401",1
"2373463",1
"2373601",1
"2373875",1
"2373971",1
"2375495",1
"2376185",1
"2378771",1
"2380119",1
"2383357",0
"2383741",1
"2384287",1
"2386889",1
"2386933",1
"2388037",1
"2390649",1
"2392525",1
"2395063",1
"2395407",1
"2400183",1
"2402077",1
"2403325",1
"2404865",1
"2405299",1
"2406091",1
"2406955",1
"2407503",1
"2411371",1
"2424315",1
"2425103",1
"2425967",0
"2427963",1
"2428445",1
"2429609",1
"2430593",0
"2436761",1
"2444041",1
"2445103",1
"2445913",1
"2450719",1
"2450931",0
"2452313",1
"2454369",1
"2458559",1
"2467471",1
"2468923",1
"2470533",1
"2476249",1
"2486797",1
"2487527",1
"2487899",1
"2488277",1
"2498281",1
"2512085",1
"2564063",1
"2581417",1
"2581641",1
"2582829",0
"2582853",1
"2583129",1
"2583681",1
"2584649",1
"2585309",1
"2585483",1
"2586231",1
"2586265",1
"2586411",1
"2586951",1
"2587161",1
"2587471",1
"2587515",1
"2588071",1
"2590941",1
"2602685",1
"2604831",1
"2611957",0
"2622829",1
"2652393",1
"2655867",1
"2664121",1
"2667093",1
"2678843",1
"2681851",1
"2689189",1
"2690589",1
"2710355",1
"3316107",1
"2739009",1
"2774113",1
"2778013",1
"2780797",1
"2782135",1
"2797679",1
"2815143",1
"2828721",1
"2863171",1
"2867255",1
"2939747",1
"2963753",1
"2965469",1
"2968849",0
"2969497",1
"2976199",1
"2979207",1
"2988893",1
"2989049",1
"3001549",1
"3040327",1
"3067447",1
"3068481",1
"3070191",1
"3072331",1
"3075981",1
"3077201",1
"3078043",1
"3103233",1
"3126325",1
"3147499",1
"3148389",1
"3153133",1
"3154943",1
"3155047",1
"3155119",1
"3155211",1
"3191769",1
"3198001",1
"3201277",1
"3217551",1
"3241419",1
"3252637",1
"3253735",1
"3272741",1
"3276829",1
"3281597",1
"3294535",1
"3300183",1
"3300393",1
"3300417",1
"3316867",0
"3326789",1
"3330961",1
"3333397",1
"3368161",1
"3372883",1
"3379809",1
"3384909",1
"3385107",0
"3386727",0
"3396397",1
"3409351",1
"3409389",0
"3409985",0
"3411631",1
"3418599",1
"3421269",1
"3425601",1
"3429285",1
"3429443",0
"3430747",1
"3434483",1
"3437885",1
"3440353",1
"3451107",1
"3462441",1
"3470553",1
"3479821",1
"3494159",1
"3494397",1
"3498643",1
"3510471",1
"3517121",1
"3540669",1
"3553447",1
"3555151",0
"3572389",1
"3573749",1
"3574851",1
"3579033",1
"3579099",1
"3582255",1
"3585449",1
"3593077",1
"3593101",1
"3593361",0
"3597029",1
"3597301",1
"3597381",1
"3597661",1
"3610073",1
"3614887",1
"3619297",1
"3647547",1
"3659351",1
"3659703",1
"3694343",1
"3694955",1
"3696109",NA
"3696549",1
"3696917",1
"3702049",1
"3702489",1
"3715395",1
"3718003",1
"3729651",1
"3739607",1
"3743523",1
"3746857",1
"3748239",1
"3748321",1
"3775189",1
"3780277",1
"3814651",1
"3817553",1
"3835541",1
"3841011",0
"3841735",0
"3843165",1
"3867921",1
"3894241",1
"3905341",1
"3914691",1
"3917675",1
"3933085",1
"3938447",1
"3938669",1
"3943483",1
"3943523",1
"3943757",1
"3944085",1
"3946105",1
"3951817",1
"3952295",1
"3952301",1
"3957419",1
"3959507",1
"3967499",1
"3977075",1
"3977433",0
"3979625",1
"3984289",1
"3989787",1
"3992223",1
"3994921",1
"3995237",1
"3997017",1
"4002247",1
"4008207",1
"4012013",0
"4012713",1
"4019205",1
"4025217",1
"4033581",1
"4034573",1
"4035105",1
"4035387",1
"4035413",1
"4038897",1
"4044503",1
"4053721",1
"4055245",1
"4058807",1
"4065315",1
"4071323",1
"4074333",1
"4075445",1
"4088227",1
"4089889",1
"4092361",1
"4094781",0
"4095547",1
"4097755",1
"4101279",1
"4101357",1
"4102177",1
"4102301",0
"4102303",1
"4102387",1
"4102539",1
"4102571",1
"4102695",0
"4102697",1
"4102719",1
"4102769",1
"4102831",1
"4103189",1
"4103369",1
"4103727",0
"4104033",1
"4104045",0
"4104203",1
"4104217",1
"4104495",1
"4104531",1
"4104573",1
"4104579",1
"4104581",1
"4104605",1
"4104617",1
"4104759",0
"4104893",1
"4104987",1
"4105099",1
"4105125",1
"4106017",1
"4106267",1
"4106329",1
"4106431",1
"4107365",1
"4107393",1
"4107409",1
"4107453",1
"4107489",1
"4108385",1
"4114247",1
"4114379",1
"4114427",1
"4115693",1
"4119179",1
"4120765",1
"4122181",0
"4124815",0
"4132377",1
"4133075",1
"4136713",1
"4138573",1
"4138979",1
"4139205",1
"4145085",1
"4145539",0
"4146741",1
"4151881",1
"4157757",1
"4158581",1
"4159265",1
"4159559",0
"4166529",1
"4170337",1
"4170651",1
"4175367",1
"4175727",NA
"4178699",1
"4178811",1
"4180139",1
"4180969",1
"4180977",1
"4181023",1
"4181141",0
"4181147",1
"4181203",1
"4181305",1
"4181399",1
"4181433",1
"4181825",1
"4181911",0
"4181977",1
"4182123",1
"4182171",1
"4182407",1
"4182445",1
"4182447",1
"4182579",1
"4182643",1
"4182839",1
"4182891",1
"4182925",1
"4183033",1
"4183607",0
"4183631",0
"4183695",0
"4183905",0
"4184121",NA
"4184189",NA
"4184203",NA
"4184205",NA
"4184219",NA
"4184221",NA
"4184405",NA
"4184413",NA
"4184471",NA
"4185155",NA
"4185347",NA
"4185381",NA
"4185601",NA
"4185909",NA
"4187295",NA
"4187463",NA
"4188271",NA
"4188403",NA
"4188713",NA
"4189023",NA
"4190261",NA
"4190483",NA
"4190733",NA
"4192363",NA
"4192659",NA
"4194001",NA
"4195893",NA
"4198859",NA
"4203305",NA
"4205609",NA
"4209483",NA
"4210193",NA
"4211275",NA
"4214343",NA
"4214423",NA
"4214637",NA
"4214641",NA
"4214975",NA
"4217233",NA
"4217317",NA
"4217861",NA
"4218701",NA
"4221031",NA
"4221359",NA
"4223775",NA
"4226145",NA
"4229469",NA
"4231419",NA
"4231587",NA
"4234449",NA
"4237429",NA
"4237703",NA
"4237869",NA
"4238589",NA
"4239263",NA
"4240891",NA
"4244955",NA
"4246429",NA
"4249293",NA
"4249777",NA
"4250665",NA
"4251365",NA
"4252583",NA
"4253953",NA
"4254997",NA
"4256301",NA
"4257891",NA
"4258305",NA
"4258355",NA
"4258383",NA
"4258495",NA
"4258611",NA
"4258643",NA
"4258675",NA
"4258701",NA
"4258713",NA
"4258763",NA
"4258825",NA
"4259003",NA
"4259009",NA
"4259019",NA
"4259225",NA
"4259599",NA
"4259675",NA
"4259751",NA
"4259833",NA
"4259883",NA
"4259965",NA
"4259997",NA
"4260041",NA
"4260053",NA
"4260083",NA
"4260181",NA
"4260183",NA
"4260219",NA
"4260293",NA
"4260449",NA
"4260539",NA
"452235",1
"452335",1
"453897",1
"454585",1
"455095",1
"456777",1
"457445",1
"459871",1
"460751",1
"462147",1
"462879",1
"463701",0
"464053",1
"464263",1
"500943",1
"501631",1
"503305",0
"508459",1
"509625",0
"511523",1
"511987",1
"512483",1
"512563",1
"519273",1
"519353",1
"524223",1
"529775",1
"530445",1
"541119",1
"544125",1
"544867",1
"549745",1
"552337",1
"559521",1
"559987",1
"560247",1
"561011",1
"561763",1
"561819",1
"563117",1
"563609",1
"564803",1
"564819",1
"575399",1
"576977",1
"578141",1
"579677",1
"580957",1
"584847",1
"586949",1
"587031",1
"589227",1
"591877",1
"592159",1
"598363",1
"599787",1
"601567",1
"602141",1
"603379",1
"603499",1
"604659",1
"604817",1
"609139",1
"612257",1
"614153",1
"615029",1
"615089",1
"622599",1
"623109",0
"624233",1
"624437",1
"625001",0
"626075",1
"626287",1
"628373",1
"628673",1
"629053",1
"629857",1
"631253",1
"632673",1
"633065",1
"633467",1
"635181",1
"636675",1
"638323",1
"639651",1
"644153",0
"645987",1
"646291",1
"646327",0
"647257",1
"647441",1
"647511",1
"647861",1
"647897",1
"647899",1
"649459",1
"650071",1
"650571",1
"651239",0
"653483",1
"654529",NA
"654589",1
"655147",1
"655837",1
"656009",1
"656015",1
"656631",1
"658365",1
"661269",1
"662031",0
"662427",1
"662781",1
"665419",1
"666977",1
"668255",1
"671493",1
"672493",1
"673169",1
"674085",1
"674249",1
"674305",1
"674755",1
"675249",1
"676171",1
"676249",0
"677269",0
"679971",1
"680079",1
"681021",1
"681341",1
"681761",1
"683525",1
"684653",1
"685091",1
"685323",1
"685945",1
"685999",1
"686031",1
"700095",1
"700375",1
"704833",1
"710449",1
"713473",1
"717947",1
"729901",0
"730571",0
"732623",1
"732679",1
"736039",1
"736417",1
"736995",1
"737309",1
"737729",1
"737749",1
"738327",1
"738949",1
"739693",0
"739955",1
"739967",1
"749683",1
"754645",1
"771779",1
"774715",1
"779593",1
"783893",1
"786019",1
"787669",1
"787855",1
"788905",1
"789345",1
"789911",1
"789933",1
"790289",1
"790949",1
"791265",1
"791519",1
"791739",1
"791807",1
"792143",0
"792379",1
"792853",1
"793669",1
"793759",1
"794687",1
"794713",1
"794815",1
"794833",1
"796363",1
"796579",1
"797083",1
"797207",0
"797641",1
"797817",1
"813267",1
"821705",1
"823075",1
"830005",1
"833943",1
"834511",1
"837067",1
"838875",1
"842505",1
"846221",1
"846447",1
"849781",1
"851439",1
"853055",1
"858375",1
"859593",1
"860667",1
"861125",1
"863943",1
"867377",0
"868935",1
"911415",1
"937621",1
"940101",1
"941043",1
"947483",0
"951623",1
"953313",1
"954329",1
"959961",1
"960757",1
"961089",1
"961843",1
"965625",1
"974723",0
"984433",1
"987413",1
"992707",1
"1003313",1
"1005017",1
"1006009",1
"1012497",1
"1012589",1
"1033595",1
"1033769",1
"1033815",1
"1036559",1
"1041763",1
"1047723",1
"1050707",1
"1058219",1
"1061571",1
"1063715",1
"1064937",1
"1073163",1
"1074947",1
"1075523",0
"1081301",1
"1081393",1
"1084219",1
"1085365",1
"1087471",1
"1090577",1
"1093267",1
"1093805",1
"1097639",1
"1106481",1
"1112079",1
"1121903",1
"1125847",1
"1130641",1
"1131157",1
"1132865",1
"1142329",1
"1142661",0
"1144755",1
"1144885",1
"1152817",1
"1159265",1
"1164389",1
"1167999",0
"1171233",1
"1176271",1
"1178835",1
"1179541",0
"1180641",1
"1191901",1
"1191927",1
"1194101",1
"1225277",1
"1226649",1
"1232737",1
"1239151",1
"1249655",1
"1259945",1
"1266465",1
"1268569",1
"1280287",1
"1280439",0
"1280563",0
"1280895",1
"1282903",1
"1283153",1
"1283647",1
"1284539",1
"1290313",1
"1293611",1
"1301205",1
"1304065",1
"1315961",1
"1318469",1
"1320401",1
"1329531",1
"1332757",1
"1338093",1
"1341135",1
"1342389",1
"1354489",1
"1355171",1
"1370905",1
"1370911",1
"1371257",1
"1372379",1
"1377049",1
"1377109",1
"1383837",1
"1387885",1
"1391233",1
"1393389",1
"1396405",1
"1400115",1
"1433787",1
"1437237",1
"1438263",1
"1440725",1
"1446951",1
"1452667",1
"1467645",1
"1486165",1
"1495321",1
"1498539",1
"1507565",1
"1507957",1
"1521645",1
"1522005",1
"1524097",1
"1524683",1
"1525379",1
"1568709",1
"1571587",1
"1574871",1
"1582593",1
"1583081",1
"1586851",1
"1587021",1
"1587795",1
"1588693",1
"1596157",1
"1598515",1
"1613521",0
"1625679",1
"1633771",1
"1634521",1
"1636951",1
"1638825",1
"1639911",1
"1641249",1
"1645531",1
"1654127",1
"1656019",1
"1664089",1
"1675187",1
"1676145",1
"1677853",1
"1677879",1
"1678685",1
"1681365",1
"1690995",1
"1698071",0
"1698731",1
"1700097",1
"1716117",1
"1728299",1
"1736243",0
"1743209",1
"1745475",1
"1747871",1
"1752285",1
"1775085",1
"1777915",1
"1781849",1
"1782191",1
"1783027",0
"1783643",1
"1786937",1
"1787255",1
"1790287",1
"1794629",1
"1795937",1
"1798263",1
"1799079",1
"1800975",1
"1802125",1
"1810089",1
"1810607",1
"1811705",1
"1817919",1
"1823221",0
"1831905",0
"1832867",1
"1836187",1
"1836441",1
"1848589",1
"1855315",1
"1860617",1
"1862947",1
"1867081",1
"1870781",1
"1879629",1
"1882071",0
"1888977",0
"1891145",1
"1898141",0
"1898253",1
"1900953",0
"1905191",1
"1908739",1
"1911921",0
"1930441",1
"1930911",1
"1931857",1
"1932925",1
"1941765",1
"1943531",1
"1945301",1
"1949903",1
"1951253",1
"1952793",1
"1953533",1
"1958755",1
"1968059",1
"1970573",1
"1970817",1
"1971985",1
"1973909",1
"1982729",1
"1985821",1
"1990251",1
"1992641",1
"1997147",1
"1997701",1
"2001927",1
"2004363",1
"2005071",1
"2005723",1
"2006821",1
"2007953",1
"2008515",1
"2012335",1
"2013751",1
"2014373",1
"2014477",1
"2016219",0
"2016923",1
"2018189",1
"2020317",1
"2021473",1
"2024037",1
"2024995",1
"2027165",1
"2028659",1
"2028897",1
"2031289",1
"2032845",1
"2033595",1
"2036221",1
"2040305",0
"2040811",0
"2043379",1
"2050397",0
"2050685",1
"2053245",1
"2053429",1
"2056509",1
"2057159",1
"2080135",1
"2117965",1
"2122291",1
"2127919",1
"2128509",1
"2131685",1
"2131921",1
"2132113",1
"2132375",1
"2132771",0
"2132791",1
"2133059",1
"2133445",1
"2133955",1
"2134085",1
"2134157",1
"2134259",1
"2134303",1
"2134341",1
"2134461",1
"2134481",1
"2134629",1
"2135009",1
"2144853",1
"2153959",1
"2154171",1
"2355557",1
"2164319",1
"2164359",1
"2166981",1
"2168647",1
"2183637",1
"2185493",1
"2201649",1
"2205925",1
"2207605",1
"2208493",1
"2220171",1
"2220173",1
"2220341",1
"2223987",1
"2224101",1
"2224473",0
"2224649",1
"2225045",1
"2230025",1
"2230455",1
"2232731",1
"2235485",1
"2238363",1
"2239693",0
"2240857",1
"2240975",1
"2244765",1
"2245275",1
"2247449",1
"2248319",1
"2249787",1
"2253267",1
"2267305",0
"2273607",1
"2275975",1
"2276665",0
"2281159",0
"2285895",1
"2287541",1
"2288687",1
"2302177",1
"2303495",1
"2303601",1
"2306953",1
"2307085",1
"2308659",1
"2310255",1
"2311999",1
"2313887",1
"2315859",1
"2316729",1
"2317847",1
"2318549",1
"2319049",1
"2320845",1
"2321363",1
"2321469",1
"2322007",1
"2326617",1
"2326759",1
"2327675",1
"2330289",1
"2331075",1
"2331929",0
"2332817",1
"2333617",1
"2336711",1
"2338825",1
"2345417",1
"2346573",1
"2348361",1
"2348523",1
"2348529",1
"2348919",1
"2349029",1
"2349451",1
"2349571",1
"2349975",1
"2350459",1
"2350507",1
"2350543",1
"2350593",1
"2350607",1
"2350737",0
"2350985",1
"2351053",1
"2351067",1
"2351077",1
"2351107",1
"2351263",0
"2353215",1
"2359549",1
"2360467",1
"2373943",1
"2374419",1
"2375851",1
"2381609",1
"2383597",1
"2383745",1
"2389505",1
"2390179",1
"2390201",1
"2393845",1
"2394605",1
"2395353",1
"2395399",1
"2396919",1
"2397449",1
"2397609",1
"2403427",1
"2403993",1
"2404411",0
"2404833",1
"2409995",1
"2410285",1
"2410713",0
"2415051",1
"2418021",1
"2418171",1
"2424169",1
"2426173",1
"2427123",1
"2427827",1
"2429163",1
"2433529",1
"2440799",1
"2444325",1
"2445597",1
"2445737",0
"2449275",1
"2452157",1
"2456885",1
"2457733",1
"2461507",1
"2462999",1
"2465781",0
"2476263",1
"2477245",1
"2486829",1
"2486855",1
"2487465",1
"2487503",1
"2487855",1
"2488049",1
"2488243",1
"2499475",1
"2500475",1
"2506713",1
"2548195",1
"2549609",1
"2562281",1
"2563903",0
"2572799",1
"2580519",1
"2581661",1
"2582093",0
"2582913",1
"2582931",1
"2583423",1
"2583705",0
"2584245",1
"2585063",1
"2586101",1
"2586361",1
"2588535",1
"2588603",1
"2588617",1
"2588697",1
"2589767",1
"2602933",1
"2604593",1
"2612891",1
"2631011",0
"2632855",1
"2633987",1
"2641463",1
"2641711",1
"2650783",1
"2651421",1
"2657395",1
"2666437",1
"2667303",1
"2678937",1
"2682003",1
"2684893",1
"2690699",1
"2692419",1
"2699589",1
"2706187",1
"2738793",1
"2787643",1
"2793527",1
"2799863",1
"2818693",1
"2836115",1
"2842715",1
"2891171",1
"2915723",1
"2929857",0
"2944181",1
"2963235",1
"2963397",1
"2963447",1
"2963629",1
"2963661",1
"2963797",1
"2963933",1
"2963975",1
"2965119",1
"2973845",1
"2977119",1
"2984747",1
"2986767",1
"2987775",1
"2988653",1
"3006207",1
"3048749",1
"3051237",1
"3055263",1
"3070691",1
"3071751",1
"3084165",1
"3108755",1
"3109659",1
"3128233",1
"3136905",1
"3139347",1
"3148619",1
"3154613",0
"3156029",1
"3166945",0
"3181359",0
"3197847",1
"3199771",1
"3244527",1
"3289945",1
"3300321",1
"3309687",1
"3311737",1
"3312977",0
"3318721",1
"3320191",1
"3321489",1
"3323111",1
"3330079",1
"3331825",0
"3333289",1
"3374621",1
"3374623",1
"3375225",1
"3384389",1
"3388967",0
"3390723",1
"3398223",1
"3405887",0
"3407161",0
"3420545",1
"3425137",1
"3425757",1
"3431525",1
"3442299",1
"3449729",1
"3450493",1
"3455767",1
"3461469",1
"3468797",1
"3476839",1
"3486305",1
"3521843",1
"3525223",1
"3544067",1
"3549607",1
"3565941",0
"3573441",1
"3595901",0
"3596455",1
"3613121",1
"3613271",0
"3622015",1
"3631667",1
"3649571",1
"3660343",1
"3671847",1
"3675615",0
"3684857",1
"3696731",1
"3696945",1
"3711427",1
"3714679",0
"3717045",1
"3720891",1
"3720961",1
"3722675",1
"3731515",1
"3739709",1
"3741477",1
"3741599",1
"3777109",0
"3831457",0
"3841511",1
"3848149",1
"3848703",1
"3850129",1
"3860065",1
"3873799",1
"3879855",1
"3899235",1
"3906741",1
"3910529",1
"3913541",1
"3920707",1
"3926977",1
"3932185",1
"3938735",1
"3943471",1
"3943591",1
"3943989",0
"3945275",0
"3947879",1
"3958567",1
"3961361",1
"3961671",1
"3965181",1
"3968485",1
"3969759",1
"3982703",0
"3984731",1
"3985661",1
"3990703",1
"3991109",1
"3995507",1
"3997451",1
"4001277",1
"4010073",1
"4012405",1
"4012489",1
"4021239",1
"4027343",1
"4029165",1
"4034727",1
"4035957",1
"4036409",1
"4038661",1
"4052975",0
"4060225",1
"4069479",1
"4071543",1
"4071717",0
"4075311",1
"4081961",1
"4088707",0
"4090189",1
"4094481",1
"4101557",1
"4102165",1
"4102175",1
"4102739",1
"4103169",0
"4103275",1
"4103327",0
"4103367",1
"4103495",1
"4103687",1
"4103709",1
"4103837",1
"4103939",1
"4104029",1
"4104455",1
"4104503",1
"4104577",1
"4104603",1
"4104735",1
"4105013",1
"4105057",1
"4105185",1
"4105199",1
"4105299",1
"4106209",1
"4106433",1
"4106675",1
"4107101",1
"4107399",1
"4107401",1
"4107417",1
"4107871",1
"4108499",1
"4108611",1
"4108691",1
"4114025",1
"4116935",1
"4117239",1
"4117487",1
"4117609",1
"4117785",1
"4120151",1
"4121875",1
"4123025",1
"4125259",1
"4129833",1
"4135811",1
"4141247",1
"4142531",1
"4143051",1
"4151857",1
"4152845",1
"4153379",1
"4153867",NA
"4154211",1
"4155209",1
"4156289",1
"4161587",1
"4161933",1
"4165459",0
"4166355",1
"4166569",1
"4167543",1
"4167887",1
"4171567",0
"4171993",1
"4174305",1
"4174661",1
"4176553",1
"4177797",1
"4179599",1
"4180067",NA
"4180953",1
"4180955",1
"4180957",1
"4181149",1
"4181281",1
"4181335",1
"4181563",0
"4181993",1
"4182095",1
"4182179",1
"4182605",1
"4182627",1
"4182833",1
"4182889",1
"4182935",1
"4182991",1
"4183171",1
"4183527",1
"4183543",1
"4183667",0
"4183757",0
"4183769",1
"4183801",0
"4183811",0
"4183831",1
"4183861",0
"4183927",0
"4183959",NA
"4184031",NA
"4184181",NA
"4184257",NA
"4184267",NA
"4184269",NA
"4184279",NA
"4184395",NA
"4186145",NA
"4188073",NA
"4188207",NA
"4188873",NA
"4189747",NA
"4190369",NA
"4192827",NA
"4195149",NA
"4198803",NA
"4200735",NA
"4200815",NA
"4200949",NA
"4201635",NA
"4202543",NA
"4203671",NA
"4204143",NA
"4205159",NA
"4205563",NA
"4207615",NA
"4210745",NA
"4213907",NA
"4214867",NA
"4216781",NA
"4218761",NA
"4219179",NA
"4219823",NA
"4221379",NA
